Type,OID,OID (bin),POS (BIN),POS,Diff
,???,,0100011001011001,18009,
,???,,0100011001011010,18010,
,???,,0100011001011011,18011,
,???,,0100011001011100,18012,
,???,,0100011001011101,18013,
,???,,0100011001011110,18014,
,???,,0100011001011111,18015,
,???,,0100011001100000,18016,
,???,,0100011001100001,18017,
,???,,0100011001100010,18018,
,???,,0100011001100011,18019,
,???,,0100011001100100,18020,
,???,,0100011001100101,18021,
,???,,0100011001100110,18022,
,???,,0100011001100111,18023,
,???,,0100011001101000,18024,
,???,,0100011001101001,18025,
,???,,0100011001101010,18026,
,???,,0100011001101011,18027,
,???,,0100011001101100,18028,
,???,,0100011001101101,18029,
,???,,0100011001101110,18030,
,???,,0100011001101111,18031,
,???,,0100011001110000,18032,
,???,,0100011001110001,18033,
,???,,0100011001110010,18034,
,???,,0100011001110011,18035,
,???,,0100011001110100,18036,
,???,,0100011001110101,18037,
,???,,0100011001110110,18038,
,???,,0100011001110111,18039,
,???,,0100011001111000,18040,
,???,,0100011001111001,18041,
,???,,0100011001111010,18042,
,???,,0100011001111011,18043,
,???,,0100011001111100,18044,
,???,,0100011001111101,18045,
,???,,0100011001111110,18046,
,???,,0100011001111111,18047,
,???,,0100011010000000,18048,
,???,,0100011010000001,18049,
,???,,0100011010000010,18050,
,???,,0100011010000011,18051,
,???,,0100011010000100,18052,
,???,,0100011010000101,18053,
,???,,0100011010000110,18054,
,???,,0100011010000111,18055,
,???,,0100011010001000,18056,
,???,,0100011010001001,18057,
,???,,0100011010001010,18058,
,???,,0100011010001011,18059,
,???,,0100011010001100,18060,
,???,,0100011010001101,18061,
,???,,0100011010001110,18062,
,???,,0100011010001111,18063,
,???,,0100011010010000,18064,
,???,,0100011010010001,18065,
,???,,0100011010010010,18066,
,???,,0100011010010011,18067,
,???,,0100011010010100,18068,
,???,,0100011010010101,18069,
,???,,0100011010010110,18070,
,???,,0100011010010111,18071,
,???,,0100011010011000,18072,
,???,,0100011010011001,18073,
,???,,0100011010011010,18074,
,???,,0100011010011011,18075,
,???,,0100011010011100,18076,
,???,,0100011010011101,18077,
,???,,0100011010011110,18078,
,???,,0100011010011111,18079,
,???,,0100011010100000,18080,
,???,,0100011010100001,18081,
,???,,0100011010100010,18082,
,???,,0100011010100011,18083,
,???,,0100011010100100,18084,
,???,,0100011010100101,18085,
,???,,0100011010100110,18086,
,???,,0100011010100111,18087,
,???,,0100011010101000,18088,
,???,,0100011010101001,18089,
,???,,0100011010101010,18090,
,???,,0100011010101011,18091,
,???,,0100011010101100,18092,
,???,,0100011010101101,18093,
,???,,0100011010101110,18094,
,???,,0100011010101111,18095,
,???,,0100011010110000,18096,
,???,,0100011010110001,18097,
,???,,0100011010110010,18098,
,???,,0100011010110011,18099,
,???,,0100011010110100,18100,
,???,,0100011010110101,18101,
,???,,0100011010110110,18102,
,???,,0100011010110111,18103,
,???,,0100011010111000,18104,
,???,,0100011010111001,18105,
,???,,0100011010111010,18106,
,???,,0100011010111011,18107,
,???,,0100011010111100,18108,
,???,,0100011010111101,18109,
,???,,0100011010111110,18110,
,???,,0100011010111111,18111,
,???,,0100011011000000,18112,
,???,,0100011011000001,18113,
,???,,0100011011000010,18114,
,???,,0100011011000011,18115,
,???,,0100011011000100,18116,
,???,,0100011011000101,18117,
,???,,0100011011000110,18118,
,???,,0100011011000111,18119,
,???,,0100011011001000,18120,
,???,,0100011011001001,18121,
,???,,0100011011001010,18122,
,???,,0100011011001011,18123,
,???,,0100011011001100,18124,
,???,,0100011011001101,18125,
,???,,0100011011001110,18126,
,???,,0100011011001111,18127,
,???,,0100011011010000,18128,
,???,,0100011011010001,18129,
,???,,0100011011010010,18130,
,???,,0100011011010011,18131,
,???,,0100011011010100,18132,
,???,,0100011011010101,18133,
,???,,0100011011010110,18134,
,???,,0100011011010111,18135,
,???,,0100011011011000,18136,
,???,,0100011011011001,18137,
,???,,0100011011011010,18138,
,???,,0100011011011011,18139,
,???,,0100011011011100,18140,
,???,,0100011011011101,18141,
,???,,0100011011011110,18142,
,???,,0100011011011111,18143,
,???,,0100011011100000,18144,
,???,,0100011011100001,18145,
,???,,0100011011100010,18146,
,???,,0100011011100011,18147,
,???,,0100011011100100,18148,
,???,,0100011011100101,18149,
,???,,0100011011100110,18150,
,???,,0100011011100111,18151,
,???,,0100011011101000,18152,
,???,,0100011011101001,18153,
,???,,0100011011101010,18154,
,???,,0100011011101011,18155,
,???,,0100011011101100,18156,
,???,,0100011011101101,18157,
,???,,0100011011101110,18158,
,???,,0100011011101111,18159,
,???,,0100011011110000,18160,
,???,,0100011011110001,18161,
,???,,0100011011110010,18162,
,???,,0100011011110011,18163,
,???,,0100011011110100,18164,
,???,,0100011011110101,18165,
,???,,0100011011110110,18166,
,???,,0100011011110111,18167,
,???,,0100011011111000,18168,
,???,,0100011011111001,18169,
,???,,0100011011111010,18170,
,???,,0100011011111011,18171,
,???,,0100011011111100,18172,
,???,,0100011011111101,18173,
,???,,0100011011111110,18174,
,???,,0100011011111111,18175,
,???,,0100011100000000,18176,
,???,,0100011100000001,18177,
,???,,0100011100000010,18178,
,???,,0100011100000011,18179,
,???,,0100011100000100,18180,
,???,,0100011100000101,18181,
,???,,0100011100000110,18182,
,???,,0100011100000111,18183,
,???,,0100011100001000,18184,
,???,,0100011100001001,18185,
,???,,0100011100001010,18186,
,???,,0100011100001011,18187,
,???,,0100011100001100,18188,
,???,,0100011100001101,18189,
,???,,0100011100001110,18190,
,???,,0100011100001111,18191,
,???,,0100011100010000,18192,
,???,,0100011100010001,18193,
,???,,0100011100010010,18194,
,???,,0100011100010011,18195,
,???,,0100011100010100,18196,
,???,,0100011100010101,18197,
,???,,0100011100010110,18198,
,???,,0100011100010111,18199,
,???,,0100011100011000,18200,
,???,,0100011100011001,18201,
,???,,0100011100011010,18202,
,???,,0100011100011011,18203,
,???,,0100011100011100,18204,
,???,,0100011100011101,18205,
,???,,0100011100011110,18206,
,???,,0100011100011111,18207,
,???,,0100011100100000,18208,
,???,,0100011100100001,18209,
,???,,0100011100100010,18210,
,???,,0100011100100011,18211,
,???,,0100011100100100,18212,
,???,,0100011100100101,18213,
,???,,0100011100100110,18214,
,???,,0100011100100111,18215,
,???,,0100011100101000,18216,
,???,,0100011100101001,18217,
,???,,0100011100101010,18218,
,???,,0100011100101011,18219,
,???,,0100011100101100,18220,
,???,,0100011100101101,18221,
,???,,0100011100101110,18222,
,???,,0100011100101111,18223,
,???,,0100011100110000,18224,
,???,,0100011100110001,18225,
,???,,0100011100110010,18226,
,???,,0100011100110011,18227,
,???,,0100011100110100,18228,
,???,,0100011100110101,18229,
,???,,0100011100110110,18230,
,???,,0100011100110111,18231,
,???,,0100011100111000,18232,
,???,,0100011100111001,18233,
,???,,0100011100111010,18234,
,???,,0100011100111011,18235,
,???,,0100011100111100,18236,
,???,,0100011100111101,18237,
,???,,0100011100111110,18238,
,???,,0100011100111111,18239,
,???,,0100011101000000,18240,
,???,,0100011101000001,18241,
,???,,0100011101000010,18242,
,???,,0100011101000011,18243,
,???,,0100011101000100,18244,
,???,,0100011101000101,18245,
,???,,0100011101000110,18246,
,???,,0100011101000111,18247,
,???,,0100011101001000,18248,
,???,,0100011101001001,18249,
,???,,0100011101001010,18250,
,???,,0100011101001011,18251,
,???,,0100011101001100,18252,
,???,,0100011101001101,18253,
,???,,0100011101001110,18254,
,???,,0100011101001111,18255,
,???,,0100011101010000,18256,
,???,,0100011101010001,18257,
,???,,0100011101010010,18258,
,???,,0100011101010011,18259,
,???,,0100011101010100,18260,
,???,,0100011101010101,18261,
,???,,0100011101010110,18262,
,???,,0100011101010111,18263,
,???,,0100011101011000,18264,
,???,,0100011101011001,18265,
,???,,0100011101011010,18266,
,???,,0100011101011011,18267,
,???,,0100011101011100,18268,
,???,,0100011101011101,18269,
,???,,0100011101011110,18270,
,???,,0100011101011111,18271,
,???,,0100011101100000,18272,
,???,,0100011101100001,18273,
,???,,0100011101100010,18274,
,???,,0100011101100011,18275,
,???,,0100011101100100,18276,
,???,,0100011101100101,18277,
,???,,0100011101100110,18278,
,???,,0100011101100111,18279,
,???,,0100011101101000,18280,
,???,,0100011101101001,18281,
,???,,0100011101101010,18282,
,???,,0100011101101011,18283,
,???,,0100011101101100,18284,
,???,,0100011101101101,18285,
,???,,0100011101101110,18286,
,???,,0100011101101111,18287,
,???,,0100011101110000,18288,
,???,,0100011101110001,18289,
,???,,0100011101110010,18290,
,???,,0100011101110011,18291,
,???,,0100011101110100,18292,
,???,,0100011101110101,18293,
,???,,0100011101110110,18294,
,???,,0100011101110111,18295,
,???,,0100011101111000,18296,
,???,,0100011101111001,18297,
,???,,0100011101111010,18298,
,???,,0100011101111011,18299,
,???,,0100011101111100,18300,
,???,,0100011101111101,18301,
,???,,0100011101111110,18302,
,???,,0100011101111111,18303,
,???,,0100011110000000,18304,
,???,,0100011110000001,18305,
,???,,0100011110000010,18306,
,???,,0100011110000011,18307,
,???,,0100011110000100,18308,
,???,,0100011110000101,18309,
,???,,0100011110000110,18310,
,???,,0100011110000111,18311,
,???,,0100011110001000,18312,
,???,,0100011110001001,18313,
,???,,0100011110001010,18314,
,???,,0100011110001011,18315,
,???,,0100011110001100,18316,
,???,,0100011110001101,18317,
,???,,0100011110001110,18318,
,???,,0100011110001111,18319,
,???,,0100011110010000,18320,
,???,,0100011110010001,18321,
,???,,0100011110010010,18322,
,???,,0100011110010011,18323,
,???,,0100011110010100,18324,
,???,,0100011110010101,18325,
,???,,0100011110010110,18326,
,???,,0100011110010111,18327,
,???,,0100011110011000,18328,
,???,,0100011110011001,18329,
,???,,0100011110011010,18330,
,???,,0100011110011011,18331,
,???,,0100011110011100,18332,
,???,,0100011110011101,18333,
,???,,0100011110011110,18334,
,???,,0100011110011111,18335,
,???,,0100011110100000,18336,
,???,,0100011110100001,18337,
,???,,0100011110100010,18338,
,???,,0100011110100011,18339,
,???,,0100011110100100,18340,
,???,,0100011110100101,18341,
,???,,0100011110100110,18342,
,???,,0100011110100111,18343,
,???,,0100011110101000,18344,
,???,,0100011110101001,18345,
,???,,0100011110101010,18346,
,???,,0100011110101011,18347,
,???,,0100011110101100,18348,
,???,,0100011110101101,18349,
,???,,0100011110101110,18350,
,???,,0100011110101111,18351,
,???,,0100011110110000,18352,
,???,,0100011110110001,18353,
,???,,0100011110110010,18354,
,???,,0100011110110011,18355,
,???,,0100011110110100,18356,
,???,,0100011110110101,18357,
,???,,0100011110110110,18358,
,???,,0100011110110111,18359,
,???,,0100011110111000,18360,
,???,,0100011110111001,18361,
,???,,0100011110111010,18362,
,???,,0100011110111011,18363,
,???,,0100011110111100,18364,
,???,,0100011110111101,18365,
,???,,0100011110111110,18366,
,???,,0100011110111111,18367,
,???,,0100011111000000,18368,
,???,,0100011111000001,18369,
,???,,0100011111000010,18370,
,???,,0100011111000011,18371,
,???,,0100011111000100,18372,
,???,,0100011111000101,18373,
,???,,0100011111000110,18374,
,???,,0100011111000111,18375,
,???,,0100011111001000,18376,
,???,,0100011111001001,18377,
,???,,0100011111001010,18378,
,???,,0100011111001011,18379,
,???,,0100011111001100,18380,
,???,,0100011111001101,18381,
,???,,0100011111001110,18382,
,???,,0100011111001111,18383,
,???,,0100011111010000,18384,
,???,,0100011111010001,18385,
,???,,0100011111010010,18386,
,???,,0100011111010011,18387,
,???,,0100011111010100,18388,
,???,,0100011111010101,18389,
,???,,0100011111010110,18390,
,???,,0100011111010111,18391,
,???,,0100011111011000,18392,
,???,,0100011111011001,18393,
,???,,0100011111011010,18394,
,???,,0100011111011011,18395,
,???,,0100011111011100,18396,
,???,,0100011111011101,18397,
,???,,0100011111011110,18398,
,???,,0100011111011111,18399,
,???,,0100011111100000,18400,
,???,,0100011111100001,18401,
,???,,0100011111100010,18402,
,???,,0100011111100011,18403,
,???,,0100011111100100,18404,
,???,,0100011111100101,18405,
,???,,0100011111100110,18406,
,???,,0100011111100111,18407,
,???,,0100011111101000,18408,
,???,,0100011111101001,18409,
,???,,0100011111101010,18410,
,???,,0100011111101011,18411,
,???,,0100011111101100,18412,
,???,,0100011111101101,18413,
,???,,0100011111101110,18414,
,???,,0100011111101111,18415,
,???,,0100011111110000,18416,
,???,,0100011111110001,18417,
,???,,0100011111110010,18418,
,???,,0100011111110011,18419,
,???,,0100011111110100,18420,
,???,,0100011111110101,18421,
,???,,0100011111110110,18422,
,???,,0100011111110111,18423,
,???,,0100011111111000,18424,
,???,,0100011111111001,18425,
,???,,0100011111111010,18426,
,???,,0100011111111011,18427,
,???,,0100011111111100,18428,
,???,,0100011111111101,18429,
,???,,0100011111111110,18430,
,???,,0100011111111111,18431,
,???,,0100100000000000,18432,
,???,,0100100000000001,18433,
,???,,0100100000000010,18434,
,???,,0100100000000011,18435,
,???,,0100100000000100,18436,
,???,,0100100000000101,18437,
,???,,0100100000000110,18438,
,???,,0100100000000111,18439,
,???,,0100100000001000,18440,
,???,,0100100000001001,18441,
,???,,0100100000001010,18442,
,???,,0100100000001011,18443,
,???,,0100100000001100,18444,
,???,,0100100000001101,18445,
,???,,0100100000001110,18446,
,???,,0100100000001111,18447,
,???,,0100100000010000,18448,
,???,,0100100000010001,18449,
,???,,0100100000010010,18450,
,???,,0100100000010011,18451,
,???,,0100100000010100,18452,
,???,,0100100000010101,18453,
,???,,0100100000010110,18454,
,???,,0100100000010111,18455,
,???,,0100100000011000,18456,
,???,,0100100000011001,18457,
,???,,0100100000011010,18458,
,???,,0100100000011011,18459,
,???,,0100100000011100,18460,
,???,,0100100000011101,18461,
,???,,0100100000011110,18462,
,???,,0100100000011111,18463,
,???,,0100100000100000,18464,
,???,,0100100000100001,18465,
,???,,0100100000100010,18466,
,???,,0100100000100011,18467,
,???,,0100100000100100,18468,
,???,,0100100000100101,18469,
,???,,0100100000100110,18470,
,???,,0100100000100111,18471,
,???,,0100100000101000,18472,
,???,,0100100000101001,18473,
,???,,0100100000101010,18474,
,???,,0100100000101011,18475,
,???,,0100100000101100,18476,
,???,,0100100000101101,18477,
,???,,0100100000101110,18478,
,???,,0100100000101111,18479,
,???,,0100100000110000,18480,
,???,,0100100000110001,18481,
,???,,0100100000110010,18482,
,???,,0100100000110011,18483,
,???,,0100100000110100,18484,
,???,,0100100000110101,18485,
,???,,0100100000110110,18486,
,???,,0100100000110111,18487,
,???,,0100100000111000,18488,
,???,,0100100000111001,18489,
,???,,0100100000111010,18490,
,???,,0100100000111011,18491,
,???,,0100100000111100,18492,
,???,,0100100000111101,18493,
,???,,0100100000111110,18494,
,???,,0100100000111111,18495,
,???,,0100100001000000,18496,
,???,,0100100001000001,18497,
,???,,0100100001000010,18498,
,???,,0100100001000011,18499,
,???,,0100100001000100,18500,
,???,,0100100001000101,18501,
,???,,0100100001000110,18502,
,???,,0100100001000111,18503,
,???,,0100100001001000,18504,
,???,,0100100001001001,18505,
,???,,0100100001001010,18506,
,???,,0100100001001011,18507,
,???,,0100100001001100,18508,
,???,,0100100001001101,18509,
,???,,0100100001001110,18510,
,???,,0100100001001111,18511,
,???,,0100100001010000,18512,
,???,,0100100001010001,18513,
,???,,0100100001010010,18514,
,???,,0100100001010011,18515,
,???,,0100100001010100,18516,
,???,,0100100001010101,18517,
,???,,0100100001010110,18518,
,???,,0100100001010111,18519,
,???,,0100100001011000,18520,
,???,,0100100001011001,18521,
,???,,0100100001011010,18522,
,???,,0100100001011011,18523,
,???,,0100100001011100,18524,
,???,,0100100001011101,18525,
,???,,0100100001011110,18526,
,???,,0100100001011111,18527,
,???,,0100100001100000,18528,
,???,,0100100001100001,18529,
,???,,0100100001100010,18530,
,???,,0100100001100011,18531,
,???,,0100100001100100,18532,
,???,,0100100001100101,18533,
,???,,0100100001100110,18534,
,???,,0100100001100111,18535,
,???,,0100100001101000,18536,
,???,,0100100001101001,18537,
,???,,0100100001101010,18538,
,???,,0100100001101011,18539,
,???,,0100100001101100,18540,
,???,,0100100001101101,18541,
,???,,0100100001101110,18542,
,???,,0100100001101111,18543,
,???,,0100100001110000,18544,
,???,,0100100001110001,18545,
,???,,0100100001110010,18546,
,???,,0100100001110011,18547,
,???,,0100100001110100,18548,
,???,,0100100001110101,18549,
,???,,0100100001110110,18550,
,???,,0100100001110111,18551,
,???,,0100100001111000,18552,
,???,,0100100001111001,18553,
,???,,0100100001111010,18554,
,???,,0100100001111011,18555,
,???,,0100100001111100,18556,
,???,,0100100001111101,18557,
,???,,0100100001111110,18558,
,???,,0100100001111111,18559,
,???,,0100100010000000,18560,
,???,,0100100010000001,18561,
,???,,0100100010000010,18562,
,???,,0100100010000011,18563,
,???,,0100100010000100,18564,
,???,,0100100010000101,18565,
,???,,0100100010000110,18566,
,???,,0100100010000111,18567,
,???,,0100100010001000,18568,
,???,,0100100010001001,18569,
,???,,0100100010001010,18570,
,???,,0100100010001011,18571,
,???,,0100100010001100,18572,
,???,,0100100010001101,18573,
,???,,0100100010001110,18574,
,???,,0100100010001111,18575,
,???,,0100100010010000,18576,
,???,,0100100010010001,18577,
,???,,0100100010010010,18578,
,???,,0100100010010011,18579,
,???,,0100100010010100,18580,
,???,,0100100010010101,18581,
,???,,0100100010010110,18582,
,???,,0100100010010111,18583,
,???,,0100100010011000,18584,
,???,,0100100010011001,18585,
,???,,0100100010011010,18586,
,???,,0100100010011011,18587,
,???,,0100100010011100,18588,
,???,,0100100010011101,18589,
,???,,0100100010011110,18590,
,???,,0100100010011111,18591,
,???,,0100100010100000,18592,
,???,,0100100010100001,18593,
,???,,0100100010100010,18594,
,???,,0100100010100011,18595,
,???,,0100100010100100,18596,
,???,,0100100010100101,18597,
,???,,0100100010100110,18598,
,???,,0100100010100111,18599,
,???,,0100100010101000,18600,
,???,,0100100010101001,18601,
,???,,0100100010101010,18602,
,???,,0100100010101011,18603,
,???,,0100100010101100,18604,
,???,,0100100010101101,18605,
,???,,0100100010101110,18606,
,???,,0100100010101111,18607,
,???,,0100100010110000,18608,
,???,,0100100010110001,18609,
,???,,0100100010110010,18610,
,???,,0100100010110011,18611,
,???,,0100100010110100,18612,
,???,,0100100010110101,18613,
,???,,0100100010110110,18614,
,???,,0100100010110111,18615,
,???,,0100100010111000,18616,
,???,,0100100010111001,18617,
,???,,0100100010111010,18618,
,???,,0100100010111011,18619,
,???,,0100100010111100,18620,
,???,,0100100010111101,18621,
,???,,0100100010111110,18622,
,???,,0100100010111111,18623,
,???,,0100100011000000,18624,
,???,,0100100011000001,18625,
,???,,0100100011000010,18626,
,???,,0100100011000011,18627,
,???,,0100100011000100,18628,
,???,,0100100011000101,18629,
,???,,0100100011000110,18630,
,???,,0100100011000111,18631,
,???,,0100100011001000,18632,
,???,,0100100011001001,18633,
,???,,0100100011001010,18634,
,???,,0100100011001011,18635,
,???,,0100100011001100,18636,
,???,,0100100011001101,18637,
,???,,0100100011001110,18638,
,???,,0100100011001111,18639,
,???,,0100100011010000,18640,
,???,,0100100011010001,18641,
,???,,0100100011010010,18642,
,???,,0100100011010011,18643,
,???,,0100100011010100,18644,
,???,,0100100011010101,18645,
,???,,0100100011010110,18646,
,???,,0100100011010111,18647,
,???,,0100100011011000,18648,
,???,,0100100011011001,18649,
,???,,0100100011011010,18650,
,???,,0100100011011011,18651,
,???,,0100100011011100,18652,
,???,,0100100011011101,18653,
,???,,0100100011011110,18654,
,???,,0100100011011111,18655,
,???,,0100100011100000,18656,
,???,,0100100011100001,18657,
,???,,0100100011100010,18658,
,???,,0100100011100011,18659,
,???,,0100100011100100,18660,
,???,,0100100011100101,18661,
,???,,0100100011100110,18662,
,???,,0100100011100111,18663,
,???,,0100100011101000,18664,
,???,,0100100011101001,18665,
,???,,0100100011101010,18666,
,???,,0100100011101011,18667,
,???,,0100100011101100,18668,
,???,,0100100011101101,18669,
,???,,0100100011101110,18670,
,???,,0100100011101111,18671,
,???,,0100100011110000,18672,
,???,,0100100011110001,18673,
,???,,0100100011110010,18674,
,???,,0100100011110011,18675,
,???,,0100100011110100,18676,
,???,,0100100011110101,18677,
,???,,0100100011110110,18678,
,???,,0100100011110111,18679,
,???,,0100100011111000,18680,
,???,,0100100011111001,18681,
,???,,0100100011111010,18682,
,???,,0100100011111011,18683,
,???,,0100100011111100,18684,
,???,,0100100011111101,18685,
,???,,0100100011111110,18686,
,???,,0100100011111111,18687,
,???,,0100100100000000,18688,
,???,,0100100100000001,18689,
,???,,0100100100000010,18690,
,???,,0100100100000011,18691,
,???,,0100100100000100,18692,
,???,,0100100100000101,18693,
,???,,0100100100000110,18694,
,???,,0100100100000111,18695,
,???,,0100100100001000,18696,
,???,,0100100100001001,18697,
,???,,0100100100001010,18698,
,???,,0100100100001011,18699,
,???,,0100100100001100,18700,
,???,,0100100100001101,18701,
,???,,0100100100001110,18702,
,???,,0100100100001111,18703,
,???,,0100100100010000,18704,
,???,,0100100100010001,18705,
,???,,0100100100010010,18706,
,???,,0100100100010011,18707,
,???,,0100100100010100,18708,
,???,,0100100100010101,18709,
,???,,0100100100010110,18710,
,???,,0100100100010111,18711,
,???,,0100100100011000,18712,
,???,,0100100100011001,18713,
,???,,0100100100011010,18714,
,???,,0100100100011011,18715,
,???,,0100100100011100,18716,
,???,,0100100100011101,18717,
,???,,0100100100011110,18718,
,???,,0100100100011111,18719,
,???,,0100100100100000,18720,
,???,,0100100100100001,18721,
,???,,0100100100100010,18722,
,???,,0100100100100011,18723,
,???,,0100100100100100,18724,
,???,,0100100100100101,18725,
,???,,0100100100100110,18726,
,???,,0100100100100111,18727,
,???,,0100100100101000,18728,
,???,,0100100100101001,18729,
,???,,0100100100101010,18730,
,???,,0100100100101011,18731,
,???,,0100100100101100,18732,
,???,,0100100100101101,18733,
,???,,0100100100101110,18734,
,???,,0100100100101111,18735,
,???,,0100100100110000,18736,
,???,,0100100100110001,18737,
,???,,0100100100110010,18738,
,???,,0100100100110011,18739,
,???,,0100100100110100,18740,
,???,,0100100100110101,18741,
,???,,0100100100110110,18742,
,???,,0100100100110111,18743,
,???,,0100100100111000,18744,
,???,,0100100100111001,18745,
,???,,0100100100111010,18746,
,???,,0100100100111011,18747,
,???,,0100100100111100,18748,
,???,,0100100100111101,18749,
,???,,0100100100111110,18750,
,???,,0100100100111111,18751,
,???,,0100100101000000,18752,
,???,,0100100101000001,18753,
,???,,0100100101000010,18754,
,???,,0100100101000011,18755,
,???,,0100100101000100,18756,
,???,,0100100101000101,18757,
,???,,0100100101000110,18758,
,???,,0100100101000111,18759,
,???,,0100100101001000,18760,
,???,,0100100101001001,18761,
,???,,0100100101001010,18762,
,???,,0100100101001011,18763,
,???,,0100100101001100,18764,
,???,,0100100101001101,18765,
,???,,0100100101001110,18766,
,???,,0100100101001111,18767,
,???,,0100100101010000,18768,
,???,,0100100101010001,18769,
,???,,0100100101010010,18770,
,???,,0100100101010011,18771,
,???,,0100100101010100,18772,
,???,,0100100101010101,18773,
,???,,0100100101010110,18774,
,???,,0100100101010111,18775,
,???,,0100100101011000,18776,
,???,,0100100101011001,18777,
,???,,0100100101011010,18778,
,???,,0100100101011011,18779,
,???,,0100100101011100,18780,
,???,,0100100101011101,18781,
,???,,0100100101011110,18782,
,???,,0100100101011111,18783,
,???,,0100100101100000,18784,
,???,,0100100101100001,18785,
,???,,0100100101100010,18786,
,???,,0100100101100011,18787,
,???,,0100100101100100,18788,
,???,,0100100101100101,18789,
,???,,0100100101100110,18790,
,???,,0100100101100111,18791,
,???,,0100100101101000,18792,
,???,,0100100101101001,18793,
,???,,0100100101101010,18794,
,???,,0100100101101011,18795,
,???,,0100100101101100,18796,
,???,,0100100101101101,18797,
,???,,0100100101101110,18798,
,???,,0100100101101111,18799,
,???,,0100100101110000,18800,
,???,,0100100101110001,18801,
,???,,0100100101110010,18802,
,???,,0100100101110011,18803,
,???,,0100100101110100,18804,
,???,,0100100101110101,18805,
,???,,0100100101110110,18806,
,???,,0100100101110111,18807,
,???,,0100100101111000,18808,
,???,,0100100101111001,18809,
,???,,0100100101111010,18810,
,???,,0100100101111011,18811,
,???,,0100100101111100,18812,
,???,,0100100101111101,18813,
,???,,0100100101111110,18814,
,???,,0100100101111111,18815,
,???,,0100100110000000,18816,
,???,,0100100110000001,18817,
,???,,0100100110000010,18818,
,???,,0100100110000011,18819,
,???,,0100100110000100,18820,
,???,,0100100110000101,18821,
,???,,0100100110000110,18822,
,???,,0100100110000111,18823,
,???,,0100100110001000,18824,
,???,,0100100110001001,18825,
,???,,0100100110001010,18826,
,???,,0100100110001011,18827,
,???,,0100100110001100,18828,
,???,,0100100110001101,18829,
,???,,0100100110001110,18830,
,???,,0100100110001111,18831,
,???,,0100100110010000,18832,
,???,,0100100110010001,18833,
,???,,0100100110010010,18834,
,???,,0100100110010011,18835,
,???,,0100100110010100,18836,
,???,,0100100110010101,18837,
,???,,0100100110010110,18838,
,???,,0100100110010111,18839,
,???,,0100100110011000,18840,
,???,,0100100110011001,18841,
,???,,0100100110011010,18842,
,???,,0100100110011011,18843,
,???,,0100100110011100,18844,
,???,,0100100110011101,18845,
,???,,0100100110011110,18846,
,???,,0100100110011111,18847,
,???,,0100100110100000,18848,
,???,,0100100110100001,18849,
,???,,0100100110100010,18850,
,???,,0100100110100011,18851,
,???,,0100100110100100,18852,
,???,,0100100110100101,18853,
,???,,0100100110100110,18854,
,???,,0100100110100111,18855,
,???,,0100100110101000,18856,
,???,,0100100110101001,18857,
,???,,0100100110101010,18858,
,???,,0100100110101011,18859,
,???,,0100100110101100,18860,
,???,,0100100110101101,18861,
,???,,0100100110101110,18862,
,???,,0100100110101111,18863,
,???,,0100100110110000,18864,
,???,,0100100110110001,18865,
,???,,0100100110110010,18866,
,???,,0100100110110011,18867,
,???,,0100100110110100,18868,
,???,,0100100110110101,18869,
,???,,0100100110110110,18870,
,???,,0100100110110111,18871,
,???,,0100100110111000,18872,
,???,,0100100110111001,18873,
,???,,0100100110111010,18874,
,???,,0100100110111011,18875,
,???,,0100100110111100,18876,
,???,,0100100110111101,18877,
,???,,0100100110111110,18878,
,???,,0100100110111111,18879,
,???,,0100100111000000,18880,
,???,,0100100111000001,18881,
,???,,0100100111000010,18882,
,???,,0100100111000011,18883,
,???,,0100100111000100,18884,
,???,,0100100111000101,18885,
,???,,0100100111000110,18886,
,???,,0100100111000111,18887,
,???,,0100100111001000,18888,
,???,,0100100111001001,18889,
,???,,0100100111001010,18890,
,???,,0100100111001011,18891,
,???,,0100100111001100,18892,
,???,,0100100111001101,18893,
,???,,0100100111001110,18894,
,???,,0100100111001111,18895,
,???,,0100100111010000,18896,
,???,,0100100111010001,18897,
,???,,0100100111010010,18898,
,???,,0100100111010011,18899,
,???,,0100100111010100,18900,
,???,,0100100111010101,18901,
,???,,0100100111010110,18902,
,???,,0100100111010111,18903,
,???,,0100100111011000,18904,
,???,,0100100111011001,18905,
,???,,0100100111011010,18906,
,???,,0100100111011011,18907,
,???,,0100100111011100,18908,
,???,,0100100111011101,18909,
,???,,0100100111011110,18910,
,???,,0100100111011111,18911,
,???,,0100100111100000,18912,
,???,,0100100111100001,18913,
,???,,0100100111100010,18914,
,???,,0100100111100011,18915,
,???,,0100100111100100,18916,
,???,,0100100111100101,18917,
,???,,0100100111100110,18918,
,???,,0100100111100111,18919,
,???,,0100100111101000,18920,
,???,,0100100111101001,18921,
,???,,0100100111101010,18922,
,???,,0100100111101011,18923,
,???,,0100100111101100,18924,
,???,,0100100111101101,18925,
,???,,0100100111101110,18926,
,???,,0100100111101111,18927,
,???,,0100100111110000,18928,
,???,,0100100111110001,18929,
,???,,0100100111110010,18930,
,???,,0100100111110011,18931,
,???,,0100100111110100,18932,
,???,,0100100111110101,18933,
,???,,0100100111110110,18934,
,???,,0100100111110111,18935,
,???,,0100100111111000,18936,
,???,,0100100111111001,18937,
,???,,0100100111111010,18938,
,???,,0100100111111011,18939,
