Type,OID,OID (bin),POS (BIN),POS,Diff
,???,,0100100111111100,18940,
,???,,0100100111111101,18941,
,???,,0100100111111110,18942,
,???,,0100100111111111,18943,
,???,,0100101000000000,18944,
,???,,0100101000000001,18945,
,???,,0100101000000010,18946,
,???,,0100101000000011,18947,
,???,,0100101000000100,18948,
,???,,0100101000000101,18949,
,???,,0100101000000110,18950,
,???,,0100101000000111,18951,
,???,,0100101000001000,18952,
,???,,0100101000001001,18953,
,???,,0100101000001010,18954,
,???,,0100101000001011,18955,
,???,,0100101000001100,18956,
,???,,0100101000001101,18957,
,???,,0100101000001110,18958,
,???,,0100101000001111,18959,
,???,,0100101000010000,18960,
,???,,0100101000010001,18961,
,???,,0100101000010010,18962,
,???,,0100101000010011,18963,
,???,,0100101000010100,18964,
,???,,0100101000010101,18965,
,???,,0100101000010110,18966,
,???,,0100101000010111,18967,
,???,,0100101000011000,18968,
,???,,0100101000011001,18969,
,???,,0100101000011010,18970,
,???,,0100101000011011,18971,
,???,,0100101000011100,18972,
,???,,0100101000011101,18973,
,???,,0100101000011110,18974,
,???,,0100101000011111,18975,
,???,,0100101000100000,18976,
,???,,0100101000100001,18977,
,???,,0100101000100010,18978,
,???,,0100101000100011,18979,
,???,,0100101000100100,18980,
,???,,0100101000100101,18981,
,???,,0100101000100110,18982,
,???,,0100101000100111,18983,
,???,,0100101000101000,18984,
,???,,0100101000101001,18985,
,???,,0100101000101010,18986,
,???,,0100101000101011,18987,
,???,,0100101000101100,18988,
,???,,0100101000101101,18989,
,???,,0100101000101110,18990,
,???,,0100101000101111,18991,
,???,,0100101000110000,18992,
,???,,0100101000110001,18993,
,???,,0100101000110010,18994,
,???,,0100101000110011,18995,
,???,,0100101000110100,18996,
,???,,0100101000110101,18997,
,???,,0100101000110110,18998,
,???,,0100101000110111,18999,
,???,,0100101000111000,19000,
,???,,0100101000111001,19001,
,???,,0100101000111010,19002,
,???,,0100101000111011,19003,
,???,,0100101000111100,19004,
,???,,0100101000111101,19005,
,???,,0100101000111110,19006,
,???,,0100101000111111,19007,
,???,,0100101001000000,19008,
,???,,0100101001000001,19009,
,???,,0100101001000010,19010,
,???,,0100101001000011,19011,
,???,,0100101001000100,19012,
,???,,0100101001000101,19013,
,???,,0100101001000110,19014,
,???,,0100101001000111,19015,
,???,,0100101001001000,19016,
,???,,0100101001001001,19017,
,???,,0100101001001010,19018,
,???,,0100101001001011,19019,
,???,,0100101001001100,19020,
,???,,0100101001001101,19021,
,???,,0100101001001110,19022,
,???,,0100101001001111,19023,
,???,,0100101001010000,19024,
,???,,0100101001010001,19025,
,???,,0100101001010010,19026,
,???,,0100101001010011,19027,
,???,,0100101001010100,19028,
,???,,0100101001010101,19029,
,???,,0100101001010110,19030,
,???,,0100101001010111,19031,
,???,,0100101001011000,19032,
,???,,0100101001011001,19033,
,???,,0100101001011010,19034,
,???,,0100101001011011,19035,
,???,,0100101001011100,19036,
,???,,0100101001011101,19037,
,???,,0100101001011110,19038,
,???,,0100101001011111,19039,
,???,,0100101001100000,19040,
,???,,0100101001100001,19041,
,???,,0100101001100010,19042,
,???,,0100101001100011,19043,
,???,,0100101001100100,19044,
,???,,0100101001100101,19045,
,???,,0100101001100110,19046,
,???,,0100101001100111,19047,
,???,,0100101001101000,19048,
,???,,0100101001101001,19049,
,???,,0100101001101010,19050,
,???,,0100101001101011,19051,
,???,,0100101001101100,19052,
,???,,0100101001101101,19053,
,???,,0100101001101110,19054,
,???,,0100101001101111,19055,
,???,,0100101001110000,19056,
,???,,0100101001110001,19057,
,???,,0100101001110010,19058,
,???,,0100101001110011,19059,
,???,,0100101001110100,19060,
,???,,0100101001110101,19061,
,???,,0100101001110110,19062,
,???,,0100101001110111,19063,
,???,,0100101001111000,19064,
,???,,0100101001111001,19065,
,???,,0100101001111010,19066,
,???,,0100101001111011,19067,
,???,,0100101001111100,19068,
,???,,0100101001111101,19069,
,???,,0100101001111110,19070,
,???,,0100101001111111,19071,
,???,,0100101010000000,19072,
,???,,0100101010000001,19073,
,???,,0100101010000010,19074,
,???,,0100101010000011,19075,
,???,,0100101010000100,19076,
,???,,0100101010000101,19077,
,???,,0100101010000110,19078,
,???,,0100101010000111,19079,
,???,,0100101010001000,19080,
,???,,0100101010001001,19081,
,???,,0100101010001010,19082,
,???,,0100101010001011,19083,
,???,,0100101010001100,19084,
,???,,0100101010001101,19085,
,???,,0100101010001110,19086,
,???,,0100101010001111,19087,
,???,,0100101010010000,19088,
,???,,0100101010010001,19089,
,???,,0100101010010010,19090,
,???,,0100101010010011,19091,
,???,,0100101010010100,19092,
,???,,0100101010010101,19093,
,???,,0100101010010110,19094,
,???,,0100101010010111,19095,
,???,,0100101010011000,19096,
,???,,0100101010011001,19097,
,???,,0100101010011010,19098,
,???,,0100101010011011,19099,
,???,,0100101010011100,19100,
,???,,0100101010011101,19101,
,???,,0100101010011110,19102,
,???,,0100101010011111,19103,
,???,,0100101010100000,19104,
,???,,0100101010100001,19105,
,???,,0100101010100010,19106,
,???,,0100101010100011,19107,
,???,,0100101010100100,19108,
,???,,0100101010100101,19109,
,???,,0100101010100110,19110,
,???,,0100101010100111,19111,
,???,,0100101010101000,19112,
,???,,0100101010101001,19113,
,???,,0100101010101010,19114,
,???,,0100101010101011,19115,
,???,,0100101010101100,19116,
,???,,0100101010101101,19117,
,???,,0100101010101110,19118,
,???,,0100101010101111,19119,
,???,,0100101010110000,19120,
,???,,0100101010110001,19121,
,???,,0100101010110010,19122,
,???,,0100101010110011,19123,
,???,,0100101010110100,19124,
,???,,0100101010110101,19125,
,???,,0100101010110110,19126,
,???,,0100101010110111,19127,
,???,,0100101010111000,19128,
,???,,0100101010111001,19129,
,???,,0100101010111010,19130,
,???,,0100101010111011,19131,
,???,,0100101010111100,19132,
,???,,0100101010111101,19133,
,???,,0100101010111110,19134,
,???,,0100101010111111,19135,
,???,,0100101011000000,19136,
,???,,0100101011000001,19137,
,???,,0100101011000010,19138,
,???,,0100101011000011,19139,
,???,,0100101011000100,19140,
,???,,0100101011000101,19141,
,???,,0100101011000110,19142,
,???,,0100101011000111,19143,
,???,,0100101011001000,19144,
,???,,0100101011001001,19145,
,???,,0100101011001010,19146,
,???,,0100101011001011,19147,
,???,,0100101011001100,19148,
,???,,0100101011001101,19149,
,???,,0100101011001110,19150,
,???,,0100101011001111,19151,
,???,,0100101011010000,19152,
,???,,0100101011010001,19153,
,???,,0100101011010010,19154,
,???,,0100101011010011,19155,
,???,,0100101011010100,19156,
,???,,0100101011010101,19157,
,???,,0100101011010110,19158,
,???,,0100101011010111,19159,
,???,,0100101011011000,19160,
,???,,0100101011011001,19161,
,???,,0100101011011010,19162,
,???,,0100101011011011,19163,
,???,,0100101011011100,19164,
,???,,0100101011011101,19165,
,???,,0100101011011110,19166,
,???,,0100101011011111,19167,
,???,,0100101011100000,19168,
,???,,0100101011100001,19169,
,???,,0100101011100010,19170,
,???,,0100101011100011,19171,
,???,,0100101011100100,19172,
,???,,0100101011100101,19173,
,???,,0100101011100110,19174,
,???,,0100101011100111,19175,
,???,,0100101011101000,19176,
,???,,0100101011101001,19177,
,???,,0100101011101010,19178,
,???,,0100101011101011,19179,
,???,,0100101011101100,19180,
,???,,0100101011101101,19181,
,???,,0100101011101110,19182,
,???,,0100101011101111,19183,
,???,,0100101011110000,19184,
,???,,0100101011110001,19185,
,???,,0100101011110010,19186,
,???,,0100101011110011,19187,
,???,,0100101011110100,19188,
,???,,0100101011110101,19189,
,???,,0100101011110110,19190,
,???,,0100101011110111,19191,
,???,,0100101011111000,19192,
,???,,0100101011111001,19193,
,???,,0100101011111010,19194,
,???,,0100101011111011,19195,
,???,,0100101011111100,19196,
,???,,0100101011111101,19197,
,???,,0100101011111110,19198,
,???,,0100101011111111,19199,
,???,,0100101100000000,19200,
,???,,0100101100000001,19201,
,???,,0100101100000010,19202,
,???,,0100101100000011,19203,
,???,,0100101100000100,19204,
,???,,0100101100000101,19205,
,???,,0100101100000110,19206,
,???,,0100101100000111,19207,
,???,,0100101100001000,19208,
,???,,0100101100001001,19209,
,???,,0100101100001010,19210,
,???,,0100101100001011,19211,
,???,,0100101100001100,19212,
,???,,0100101100001101,19213,
,???,,0100101100001110,19214,
,???,,0100101100001111,19215,
,???,,0100101100010000,19216,
,???,,0100101100010001,19217,
,???,,0100101100010010,19218,
,???,,0100101100010011,19219,
,???,,0100101100010100,19220,
,???,,0100101100010101,19221,
,???,,0100101100010110,19222,
,???,,0100101100010111,19223,
,???,,0100101100011000,19224,
,???,,0100101100011001,19225,
,???,,0100101100011010,19226,
,???,,0100101100011011,19227,
,???,,0100101100011100,19228,
,???,,0100101100011101,19229,
,???,,0100101100011110,19230,
,???,,0100101100011111,19231,
,???,,0100101100100000,19232,
,???,,0100101100100001,19233,
,???,,0100101100100010,19234,
,???,,0100101100100011,19235,
,???,,0100101100100100,19236,
,???,,0100101100100101,19237,
,???,,0100101100100110,19238,
,???,,0100101100100111,19239,
,???,,0100101100101000,19240,
,???,,0100101100101001,19241,
,???,,0100101100101010,19242,
,???,,0100101100101011,19243,
,???,,0100101100101100,19244,
,???,,0100101100101101,19245,
,???,,0100101100101110,19246,
,???,,0100101100101111,19247,
,???,,0100101100110000,19248,
,???,,0100101100110001,19249,
,???,,0100101100110010,19250,
,???,,0100101100110011,19251,
,???,,0100101100110100,19252,
,???,,0100101100110101,19253,
,???,,0100101100110110,19254,
,???,,0100101100110111,19255,
,???,,0100101100111000,19256,
,???,,0100101100111001,19257,
,???,,0100101100111010,19258,
,???,,0100101100111011,19259,
,???,,0100101100111100,19260,
,???,,0100101100111101,19261,
,???,,0100101100111110,19262,
,???,,0100101100111111,19263,
,???,,0100101101000000,19264,
,???,,0100101101000001,19265,
,???,,0100101101000010,19266,
,???,,0100101101000011,19267,
,???,,0100101101000100,19268,
,???,,0100101101000101,19269,
,???,,0100101101000110,19270,
,???,,0100101101000111,19271,
,???,,0100101101001000,19272,
,???,,0100101101001001,19273,
,???,,0100101101001010,19274,
,???,,0100101101001011,19275,
,???,,0100101101001100,19276,
,???,,0100101101001101,19277,
,???,,0100101101001110,19278,
,???,,0100101101001111,19279,
,???,,0100101101010000,19280,
,???,,0100101101010001,19281,
,???,,0100101101010010,19282,
,???,,0100101101010011,19283,
,???,,0100101101010100,19284,
,???,,0100101101010101,19285,
,???,,0100101101010110,19286,
,???,,0100101101010111,19287,
,???,,0100101101011000,19288,
,???,,0100101101011001,19289,
,???,,0100101101011010,19290,
,???,,0100101101011011,19291,
,???,,0100101101011100,19292,
,???,,0100101101011101,19293,
,???,,0100101101011110,19294,
,???,,0100101101011111,19295,
,???,,0100101101100000,19296,
,???,,0100101101100001,19297,
,???,,0100101101100010,19298,
,???,,0100101101100011,19299,
,???,,0100101101100100,19300,
,???,,0100101101100101,19301,
,???,,0100101101100110,19302,
,???,,0100101101100111,19303,
,???,,0100101101101000,19304,
,???,,0100101101101001,19305,
,???,,0100101101101010,19306,
,???,,0100101101101011,19307,
,???,,0100101101101100,19308,
,???,,0100101101101101,19309,
,???,,0100101101101110,19310,
,???,,0100101101101111,19311,
,???,,0100101101110000,19312,
,???,,0100101101110001,19313,
,???,,0100101101110010,19314,
,???,,0100101101110011,19315,
,???,,0100101101110100,19316,
,???,,0100101101110101,19317,
,???,,0100101101110110,19318,
,???,,0100101101110111,19319,
,???,,0100101101111000,19320,
,???,,0100101101111001,19321,
,???,,0100101101111010,19322,
,???,,0100101101111011,19323,
,???,,0100101101111100,19324,
,???,,0100101101111101,19325,
,???,,0100101101111110,19326,
,???,,0100101101111111,19327,
,???,,0100101110000000,19328,
,???,,0100101110000001,19329,
,???,,0100101110000010,19330,
,???,,0100101110000011,19331,
,???,,0100101110000100,19332,
,???,,0100101110000101,19333,
,???,,0100101110000110,19334,
,???,,0100101110000111,19335,
,???,,0100101110001000,19336,
,???,,0100101110001001,19337,
,???,,0100101110001010,19338,
,???,,0100101110001011,19339,
,???,,0100101110001100,19340,
,???,,0100101110001101,19341,
,???,,0100101110001110,19342,
,???,,0100101110001111,19343,
,???,,0100101110010000,19344,
,???,,0100101110010001,19345,
,???,,0100101110010010,19346,
,???,,0100101110010011,19347,
,???,,0100101110010100,19348,
,???,,0100101110010101,19349,
,???,,0100101110010110,19350,
,???,,0100101110010111,19351,
,???,,0100101110011000,19352,
,???,,0100101110011001,19353,
,???,,0100101110011010,19354,
,???,,0100101110011011,19355,
,???,,0100101110011100,19356,
,???,,0100101110011101,19357,
,???,,0100101110011110,19358,
,???,,0100101110011111,19359,
,???,,0100101110100000,19360,
,???,,0100101110100001,19361,
,???,,0100101110100010,19362,
,???,,0100101110100011,19363,
,???,,0100101110100100,19364,
,???,,0100101110100101,19365,
,???,,0100101110100110,19366,
,???,,0100101110100111,19367,
,???,,0100101110101000,19368,
,???,,0100101110101001,19369,
,???,,0100101110101010,19370,
,???,,0100101110101011,19371,
,???,,0100101110101100,19372,
,???,,0100101110101101,19373,
,???,,0100101110101110,19374,
,???,,0100101110101111,19375,
,???,,0100101110110000,19376,
,???,,0100101110110001,19377,
,???,,0100101110110010,19378,
,???,,0100101110110011,19379,
,???,,0100101110110100,19380,
,???,,0100101110110101,19381,
,???,,0100101110110110,19382,
,???,,0100101110110111,19383,
,???,,0100101110111000,19384,
,???,,0100101110111001,19385,
,???,,0100101110111010,19386,
,???,,0100101110111011,19387,
,???,,0100101110111100,19388,
,???,,0100101110111101,19389,
,???,,0100101110111110,19390,
,???,,0100101110111111,19391,
,???,,0100101111000000,19392,
,???,,0100101111000001,19393,
,???,,0100101111000010,19394,
,???,,0100101111000011,19395,
,???,,0100101111000100,19396,
,???,,0100101111000101,19397,
,???,,0100101111000110,19398,
,???,,0100101111000111,19399,
,???,,0100101111001000,19400,
,???,,0100101111001001,19401,
,???,,0100101111001010,19402,
,???,,0100101111001011,19403,
,???,,0100101111001100,19404,
,???,,0100101111001101,19405,
,???,,0100101111001110,19406,
,???,,0100101111001111,19407,
,???,,0100101111010000,19408,
,???,,0100101111010001,19409,
,???,,0100101111010010,19410,
,???,,0100101111010011,19411,
,???,,0100101111010100,19412,
,???,,0100101111010101,19413,
,???,,0100101111010110,19414,
,???,,0100101111010111,19415,
,???,,0100101111011000,19416,
,???,,0100101111011001,19417,
,???,,0100101111011010,19418,
,???,,0100101111011011,19419,
,???,,0100101111011100,19420,
,???,,0100101111011101,19421,
,???,,0100101111011110,19422,
,???,,0100101111011111,19423,
,???,,0100101111100000,19424,
,???,,0100101111100001,19425,
,???,,0100101111100010,19426,
,???,,0100101111100011,19427,
,???,,0100101111100100,19428,
,???,,0100101111100101,19429,
,???,,0100101111100110,19430,
,???,,0100101111100111,19431,
,???,,0100101111101000,19432,
,???,,0100101111101001,19433,
,???,,0100101111101010,19434,
,???,,0100101111101011,19435,
,???,,0100101111101100,19436,
,???,,0100101111101101,19437,
,???,,0100101111101110,19438,
,???,,0100101111101111,19439,
,???,,0100101111110000,19440,
,???,,0100101111110001,19441,
,???,,0100101111110010,19442,
,???,,0100101111110011,19443,
,???,,0100101111110100,19444,
,???,,0100101111110101,19445,
,???,,0100101111110110,19446,
,???,,0100101111110111,19447,
,???,,0100101111111000,19448,
,???,,0100101111111001,19449,
,???,,0100101111111010,19450,
,???,,0100101111111011,19451,
,???,,0100101111111100,19452,
,???,,0100101111111101,19453,
,???,,0100101111111110,19454,
,???,,0100101111111111,19455,
,???,,0100110000000000,19456,
,???,,0100110000000001,19457,
,???,,0100110000000010,19458,
,???,,0100110000000011,19459,
,???,,0100110000000100,19460,
,???,,0100110000000101,19461,
,???,,0100110000000110,19462,
,???,,0100110000000111,19463,
,???,,0100110000001000,19464,
,???,,0100110000001001,19465,
,???,,0100110000001010,19466,
,???,,0100110000001011,19467,
,???,,0100110000001100,19468,
,???,,0100110000001101,19469,
,???,,0100110000001110,19470,
,???,,0100110000001111,19471,
,???,,0100110000010000,19472,
,???,,0100110000010001,19473,
,???,,0100110000010010,19474,
,???,,0100110000010011,19475,
,???,,0100110000010100,19476,
,???,,0100110000010101,19477,
,???,,0100110000010110,19478,
,???,,0100110000010111,19479,
,???,,0100110000011000,19480,
,???,,0100110000011001,19481,
,???,,0100110000011010,19482,
,???,,0100110000011011,19483,
,???,,0100110000011100,19484,
,???,,0100110000011101,19485,
,???,,0100110000011110,19486,
,???,,0100110000011111,19487,
,???,,0100110000100000,19488,
,???,,0100110000100001,19489,
,???,,0100110000100010,19490,
,???,,0100110000100011,19491,
,???,,0100110000100100,19492,
,???,,0100110000100101,19493,
,???,,0100110000100110,19494,
,???,,0100110000100111,19495,
,???,,0100110000101000,19496,
,???,,0100110000101001,19497,
,???,,0100110000101010,19498,
,???,,0100110000101011,19499,
,???,,0100110000101100,19500,
,???,,0100110000101101,19501,
,???,,0100110000101110,19502,
,???,,0100110000101111,19503,
,???,,0100110000110000,19504,
,???,,0100110000110001,19505,
,???,,0100110000110010,19506,
,???,,0100110000110011,19507,
,???,,0100110000110100,19508,
